 num     #instances         #bytes  class name (module)
 704:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@11.0.1)
 705:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@11.0.1)
 706:             4             96  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@11.0.1)
 707:             2             96  java.lang.reflect.ProxyGenerator (java.base@11.0.1)
 708:             1             96  java.net.SocksSocketImpl (java.base@11.0.1)
 709:             4             96  java.security.Permissions$1 (java.base@11.0.1)
 710:             6             96  java.util.HashMap$Values (java.base@11.0.1)
 711:             3             96  java.util.ImmutableCollections$MapN (java.base@11.0.1)
 712:             3             96  java.util.UUID (java.base@11.0.1)
 713:             4             96  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@11.0.1)
 714:             4             96  java.util.regex.Pattern$Qtype (java.base@11.0.1)
 715:             4             96  java.util.stream.MatchOps$$Lambda$87/0x0000000800192040 (java.base@11.0.1)
 716:             4             96  java.util.stream.MatchOps$1MatchSink (java.base@11.0.1)
 717:             4             96  java.util.stream.MatchOps$MatchOp (java.base@11.0.1)
 718:             4             96  java.util.stream.ReferencePipeline$7$1 (java.base@11.0.1)
 719:             4             96  java.util.stream.StreamShape (java.base@11.0.1)
 720:             2             96  javax.management.openmbean.TabularType (java.management@11.0.1)
 721:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@11.0.1)
 722:             4             96  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base@11.0.1)
 723:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@11.0.1)
 724:             3             96  jdk.internal.loader.URLClassPath$1 (java.base@11.0.1)
 725:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@11.0.1)
 726:             4             96  jdk.internal.reflect.ByteVectorImpl (java.base@11.0.1)
 727:             6             96  org.sqlite.date.FastDatePrinter$CharacterLiteral
 728:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo (java.base@11.0.1)
 729:             2             96  sun.nio.cs.StreamEncoder (java.base@11.0.1)
 730:             3             96  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@11.0.1)
 731:             3             96  sun.reflect.generics.repository.ClassRepository (java.base@11.0.1)
 732:             1             88  [Ljava.util.concurrent.ConcurrentMap; (java.base@11.0.1)
 733:             1             88  [Lorg.sqlite.SQLiteOpenMode;
 734:             2             88  [Lsun.security.jca.ProviderConfig; (java.base@11.0.1)
 735:             1             88  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLLLII (java.base@11.0.1)
 736:             1             88  jdk.internal.reflect.DelegatingClassLoader (java.base@11.0.1)
 737:             2             80  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@11.0.1)
 738:             1             80  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base@11.0.1)
 739:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@11.0.1)
 740:             5             80  co.paralleluniverse.common.monitoring.Counter
 741:             2             80  co.paralleluniverse.fibers.SuspendExecution
 742:             2             80  com.google.common.collect.MapMaker
 743:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping (java.management@11.0.1)
 744:             5             80  com.sun.jmx.mbeanserver.GetPropertyAction (java.management@11.0.1)
 745:             2             80  java.io.BufferedWriter (java.base@11.0.1)
 746:             2             80  java.io.ExpiringCache (java.base@11.0.1)
 747:             2             80  java.io.FileOutputStream (java.base@11.0.1)
 748:             2             80  java.io.PrintStream (java.base@11.0.1)
 749:             2             80  java.lang.ClassNotFoundException (java.base@11.0.1)
 750:             2             80  java.lang.ModuleLayer (java.base@11.0.1)
 751:             2             80  java.lang.VirtualMachineError (java.base@11.0.1)
 752:             2             80  java.lang.invoke.BoundMethodHandle$Species_LLI (java.base@11.0.1)
 753:             1             80  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLIILLL (java.base@11.0.1)
 754:             1             80  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLLI (java.base@11.0.1)
 755:             2             80  java.lang.invoke.VarHandleObjects$Array (java.base@11.0.1)
 756:             2             80  java.lang.module.Configuration (java.base@11.0.1)
 757:             5             80  java.util.IdentityHashMap$KeySet (java.base@11.0.1)
 758:             2             80  java.util.Locale$Category (java.base@11.0.1)
 759:             5             80  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@11.0.1)
 760:             5             80  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@11.0.1)
 761:             1             80  java.util.concurrent.ScheduledThreadPoolExecutor (java.base@11.0.1)
 762:             2             80  jdk.internal.loader.AbstractClassLoaderValue$Memoizer (java.base@11.0.1)
 763:             2             80  sun.management.MemoryManagerImpl (java.management@11.0.1)
 764:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@11.0.1)
 765:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@11.0.1)
 766:             1             80  sun.util.locale.provider.LocaleProviderAdapter$NonExistentAdapter (java.base@11.0.1)
 767:             2             72  [Ljava.lang.Runnable; (java.base@11.0.1)
 768:             3             72  [Ljavax.management.openmbean.OpenMBeanParameterInfo; (java.management@11.0.1)
 769:             1             72  [Ljavax.management.openmbean.SimpleType; (java.management@11.0.1)
 770:             1             72  [Lorg.sqlite.date.FastDatePrinter$Rule;
 771:             3             72  co.paralleluniverse.common.monitoring.MonitorType
 772:             3             72  co.paralleluniverse.fibers.instrument.Classes$BlockingMethod
 773:             3             72  co.paralleluniverse.fibers.instrument.LogLevel
 774:             3             72  co.paralleluniverse.fibers.instrument.MethodDatabase$SuspendableType
 775:             3             72  java.lang.WeakPairMap (java.base@11.0.1)
 776:             3             72  java.lang.annotation.RetentionPolicy (java.base@11.0.1)
 777:             1             72  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLII (java.base@11.0.1)
 778:             1             72  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLIIL (java.base@11.0.1)
 779:             3             72  java.lang.invoke.StringConcatFactory$Mode (java.base@11.0.1)
 780:             3             72  java.lang.invoke.TypeConvertingMethodAdapter (java.base@11.0.1)
 781:             3             72  java.net.Proxy$Type (java.base@11.0.1)
 782:             1             72  java.security.SecureRandom (java.base@11.0.1)
 783:             3             72  java.security.SecurityPermission (java.base@11.0.1)
 784:             3             72  java.util.regex.Pattern$Dollar (java.base@11.0.1)
 785:             3             72  java.util.stream.Collector$Characteristics (java.base@11.0.1)
 786:             3             72  java.util.stream.MatchOps$MatchKind (java.base@11.0.1)
 787:             3             72  java.util.stream.Streams$StreamBuilderImpl (java.base@11.0.1)
 788:             3             72  javax.management.NotificationBroadcasterSupport (java.management@11.0.1)
 789:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@11.0.1)
 790:             3             72  jdk.internal.misc.Signal (java.base@11.0.1)
 791:             3             72  jdk.internal.module.IllegalAccessLogger$Mode (java.base@11.0.1)
 792:             3             72  org.sqlite.SQLiteConfig$DateClass
 793:             3             72  org.sqlite.SQLiteConfig$HexKeyMode
 794:             3             72  org.sqlite.SQLiteConfig$SynchronousMode
 795:             3             72  org.sqlite.SQLiteConfig$TempStore
 796:             3             72  org.sqlite.SQLiteConfig$TransactionMode
 797:             3             72  sun.instrument.TransformerManager (java.instrument@11.0.1)
 798:             3             72  sun.reflect.generics.tree.ClassSignature (java.base@11.0.1)
 799:             3             72  sun.reflect.generics.tree.FormalTypeParameter (java.base@11.0.1)
 800:             3             72  sun.security.provider.NativePRNG$Variant (java.base@11.0.1)
 801:             2             64  [Lcom.google.common.collect.MapMakerInternalMap$Segment;
 802:             3             64  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry; (java.management@11.0.1)
 803:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@11.0.1)
 804:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@11.0.1)
 805:             2             64  [Ljava.nio.charset.CoderResult; (java.base@11.0.1)
 806:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@11.0.1)
 807:             2             64  [Lorg.sqlite.SQLiteConfig$DateClass;
 808:             2             64  [Lorg.sqlite.SQLiteConfig$TransactionMode;
 809:             4             64  com.esotericsoftware.yamlbeans.parser.Event
 810:             2             64  io.hbt.bubblegum.core.kademlia.protobuf.BgKademliaPing$KademliaPing$Builder
 811:             4             64  io.hbt.bubblegum.core.kademlia.router.RouterBucket$$Lambda$86/0x0000000800192c40
 812:             2             64  java.io.BufferedOutputStream (java.base@11.0.1)
 813:             1             64  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLI (java.base@11.0.1)
 814:             2             64  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@11.0.1)
 815:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@11.0.1)
 816:             1             64  java.text.DateFormatSymbols (java.base@11.0.1)
 817:             2             64  java.util.Formatter (java.base@11.0.1)
 818:             2             64  java.util.Formatter$FixedString (java.base@11.0.1)
 819:             2             64  java.util.PropertyPermission (java.base@11.0.1)
 820:             2             64  java.util.ServiceLoader$ProviderImpl (java.base@11.0.1)
 821:             2             64  java.util.Spliterators$ArraySpliterator (java.base@11.0.1)
 822:             1             64  java.util.logging.LogManager$RootLogger (java.logging@11.0.1)
 823:             4             64  java.util.regex.Pattern$Begin (java.base@11.0.1)
 824:             2             64  java.util.stream.FindOps$FindOp (java.base@11.0.1)
 825:             4             64  org.sqlite.date.FastDateParser$ISO8601TimeZoneStrategy
 826:             4             64  org.sqlite.date.FastDatePrinter$TwoDigitNumberField
 827:             2             64  sun.instrument.InstrumentationImpl (java.instrument@11.0.1)
 828:             2             64  sun.nio.fs.MacOSXFileSystem (java.base@11.0.1)
 829:             2             64  sun.reflect.annotation.AnnotationType (java.base@11.0.1)
 830:             2             64  sun.security.provider.FileInputStreamPool$StreamRef (java.base@11.0.1)
 831:             2             64  sun.util.locale.UnicodeLocaleExtension (java.base@11.0.1)
 832:             1             56  [Lcom.esotericsoftware.yamlbeans.parser.EventType;
 833:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@11.0.1)
 834:             3             56  [Lsun.instrument.TransformerManager$TransformerInfo; (java.instrument@11.0.1)
 835:             3             56  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@11.0.1)
 836:             1             56  [[I (java.base@11.0.1)
 837:             1             56  io.hbt.bubblegum.core.kademlia.activities.BootstrapActivity
 838:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@11.0.1)
 839:             1             56  java.lang.invoke.BoundMethodHandle$Species_LLLIIL (java.base@11.0.1)
 840:             1             56  java.net.SocketInputStream (java.base@11.0.1)
 841:             1             56  java.net.SocketPermission (java.base@11.0.1)
 842:             1             56  java.util.logging.LogManager (java.logging@11.0.1)
 843:             1             56  jdk.internal.ref.CleanerImpl$SoftCleanableRef (java.base@11.0.1)
 844:             1             56  sun.security.provider.SHA (java.base@11.0.1)
 845:             1             48  [Ljava.lang.System$Logger$Level; (java.base@11.0.1)
 846:             1             48  [Ljava.lang.management.MemoryPoolMXBean; (java.management@11.0.1)
 847:             1             48  [Ljava.math.RoundingMode; (java.base@11.0.1)
 848:             2             48  [Lorg.sqlite.SQLiteConfig$DatePrecision;
 849:             1             48  [Lorg.sqlite.SQLiteConfig$Encoding;
 850:             1             48  [Lorg.sqlite.date.FastDateParser$Strategy;
 851:             1             48  [[Ljava.lang.Object; (java.base@11.0.1)
 852:             1             48  co.paralleluniverse.fibers.FiberTimedScheduler$ScheduledFutureTask
 853:             3             48  co.paralleluniverse.strands.Strand$ThreadStrand
 854:             2             48  com.esotericsoftware.yamlbeans.parser.DocumentEndEvent
 855:             2             48  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry (java.management@11.0.1)
 856:             1             48  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings (java.management@11.0.1)
 857:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap (java.management@11.0.1)
 858:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap (java.management@11.0.1)
 859:             2             48  com.sun.jmx.mbeanserver.WeakIdentityHashMap (java.management@11.0.1)
 860:             2             48  io.hbt.bubblegum.core.BubblegumCell
 861:             2             48  io.hbt.bubblegum.core.auxiliary.logging.Logger
 862:             1             48  io.hbt.bubblegum.core.kademlia.activities.LookupActivity
 863:             2             48  io.hbt.bubblegum.core.kademlia.activities.LookupActivity$FindStatus
 864:             1             48  io.hbt.bubblegum.core.kademlia.protobuf.BgKademliaFindNodeResponse$KademliaFindNodeResponse$Builder
 865:             2             48  io.hbt.bubblegum.core.kademlia.router.RoutingTable
 866:             1             48  java.io.BufferedReader (java.base@11.0.1)
 867:             2             48  java.io.File$PathStatus (java.base@11.0.1)
 868:             2             48  java.io.OutputStreamWriter (java.base@11.0.1)
 869:             2             48  java.lang.Class$1 (java.base@11.0.1)
 870:             2             48  java.lang.ClassValue$Version (java.base@11.0.1)
 871:             2             48  java.lang.Double (java.base@11.0.1)
 872:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@11.0.1)
 873:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLLI (java.base@11.0.1)
 874:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLLII (java.base@11.0.1)
 875:             2             48  java.lang.reflect.Proxy$ProxyBuilder (java.base@11.0.1)
 876:             2             48  java.lang.reflect.Proxy$ProxyBuilder$1 (java.base@11.0.1)
 877:             2             48  java.lang.reflect.ProxyGenerator$ConstantPool (java.base@11.0.1)
 878:             2             48  java.lang.reflect.ReflectPermission (java.base@11.0.1)
 879:             1             48  java.net.NetworkInterface (java.base@11.0.1)
 880:             3             48  java.nio.charset.CodingErrorAction (java.base@11.0.1)
 881:             2             48  java.sql.SQLPermission (java.sql@11.0.1)
 882:             3             48  java.text.AttributedCharacterIterator$Attribute (java.base@11.0.1)
 883:             2             48  java.util.Collections$3 (java.base@11.0.1)
 884:             1             48  java.util.Hashtable$Enumerator (java.base@11.0.1)
 885:             3             48  java.util.Properties$EntrySet (java.base@11.0.1)
 886:             1             48  java.util.Properties$LineReader (java.base@11.0.1)
 887:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@11.0.1)
 888:             2             48  java.util.ServiceLoader$1 (java.base@11.0.1)
 889:             2             48  java.util.Spliterators$1Adapter (java.base@11.0.1)
 890:             1             48  java.util.TimSort (java.base@11.0.1)
 891:             3             48  java.util.concurrent.ConcurrentSkipListMap$KeySet (java.base@11.0.1)
 892:             3             48  java.util.concurrent.ConcurrentSkipListSet (java.base@11.0.1)
 893:             2             48  java.util.concurrent.Executors$DefaultThreadFactory (java.base@11.0.1)
 894:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync (java.base@11.0.1)
 895:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@11.0.1)
 896:             2             48  java.util.logging.LoggingPermission (java.logging@11.0.1)
 897:             2             48  javax.management.NotificationBroadcasterSupport$ListenerInfo (java.management@11.0.1)
 898:             1             48  javax.management.timer.Timer (java.management@11.0.1)
 899:             1             48  jdk.internal.jimage.ImageHeader (java.base@11.0.1)
 900:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@11.0.1)
 901:             3             48  jdk.internal.module.ServicesCatalog (java.base@11.0.1)
 902:             1             48  jdk.internal.ref.CleanerImpl$WeakCleanableRef (java.base@11.0.1)
 903:             1             48  jdk.management.jfr.FlightRecorderMXBeanImpl (jdk.management.jfr@11.0.1)
 904:             2             48  org.sqlite.SQLiteConfig$DatePrecision
 905:             2             48  org.sqlite.SQLiteConfig$LockingMode
 906:             1             48  org.sqlite.date.FastDateParser
 907:             2             48  org.sqlite.date.FastDatePrinter$PaddedNumberField
 908:             2             48  sun.management.ManagementFactoryHelper$1 (java.management@11.0.1)
 909:             1             48  sun.nio.cs.StreamDecoder (java.base@11.0.1)
 910:             2             48  sun.reflect.annotation.AnnotationInvocationHandler (java.base@11.0.1)
 911:             2             48  sun.reflect.annotation.AnnotationParser$1 (java.base@11.0.1)
 912:             2             48  sun.reflect.annotation.AnnotationType$1 (java.base@11.0.1)
 913:             2             48  sun.security.jca.ProviderList (java.base@11.0.1)
 914:             2             48  sun.security.jca.ProviderList$3 (java.base@11.0.1)
 915:             2             48  sun.util.locale.LocaleExtensions (java.base@11.0.1)
 916:             2             48  sun.util.locale.provider.LocaleServiceProviderPool (java.base@11.0.1)
 917:             1             48  sun.util.resources.cldr.TimeZoneNames (java.base@11.0.1)
 918:             1             48  sun.util.resources.cldr.TimeZoneNames_en (java.base@11.0.1)
 919:             1             40  [Lco.paralleluniverse.strands.Strand$State;
 920:             1             40  [Ljava.lang.invoke.StringConcatFactory$Strategy; (java.base@11.0.1)
 921:             1             40  [Ljava.net.InterfaceAddress; (java.base@11.0.1)
 922:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@11.0.1)
 923:             1             40  [Lorg.sqlite.SQLiteConfig$JournalMode;
 924:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@11.0.1)
 925:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@11.0.1)
 926:             1             40  co.paralleluniverse.common.monitoring.MonitoringServices
 927:             1             40  co.paralleluniverse.concurrent.forkjoin.ParkableForkJoinTask$Park
 928:             1             40  co.paralleluniverse.fibers.FiberForkJoinScheduler
 929:             1             40  co.paralleluniverse.fibers.FiberTimedScheduler
 930:             1             40  co.paralleluniverse.fibers.instrument.QuasarInstrumentor
 931:             1             40  com.google.common.util.concurrent.ThreadFactoryBuilder$1
 932:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor (java.management@11.0.1)
 933:             1             40  com.sun.jmx.mbeanserver.JmxMBeanServer (java.management@11.0.1)
 934:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl (java.management@11.0.1)
 935:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@11.0.1)
 936:             1             40  io.hbt.bubblegum.core.kademlia.protobuf.BgKademliaFindRequest$KademliaFindRequest$Builder
 937:             1             40  java.lang.ArithmeticException (java.base@11.0.1)
 938:             1             40  java.lang.IncompatibleClassChangeError (java.base@11.0.1)
 939:             1             40  java.lang.NoSuchFieldException (java.base@11.0.1)
 940:             1             40  java.lang.NullPointerException (java.base@11.0.1)
 941:             1             40  java.net.InetAddress$CachedAddresses (java.base@11.0.1)
 942:             1             40  java.text.DigitList (java.base@11.0.1)
 943:             1             40  java.util.IdentityHashMap$KeyIterator (java.base@11.0.1)
 944:             1             40  java.util.ResourceBundle$2 (java.base@11.0.1)
 945:             1             40  jdk.internal.loader.URLClassPath (java.base@11.0.1)
 946:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@11.0.1)
 947:             1             40  sun.nio.cs.StandardCharsets$Aliases (java.base@11.0.1)
 948:             1             40  sun.nio.cs.StandardCharsets$Cache (java.base@11.0.1)
 949:             1             40  sun.nio.cs.US_ASCII$Decoder (java.base@11.0.1)
 950:             1             40  sun.nio.cs.UTF_8$Decoder (java.base@11.0.1)
 951:             1             40  sun.text.resources.cldr.FormatData (java.base@11.0.1)
 952:             1             40  sun.text.resources.cldr.FormatData_en (java.base@11.0.1)
 953:             1             40  sun.text.resources.cldr.ext.FormatData_en_001 (jdk.localedata@11.0.1)
 954:             1             40  sun.text.resources.cldr.ext.FormatData_en_GB (jdk.localedata@11.0.1)
 955:             1             40  sun.util.resources.Bundles$1 (java.base@11.0.1)
 956:             1             40  sun.util.resources.cldr.CalendarData (java.base@11.0.1)
 957:             1             32  [Lco.paralleluniverse.fibers.instrument.Classes$BlockingMethod;
 958:             1             32  [Lco.paralleluniverse.fibers.instrument.LogLevel;
 959:             1             32  [Lco.paralleluniverse.fibers.instrument.MethodDatabase$SuspendableType;
 960:             1             32  [Ljava.lang.OutOfMemoryError; (java.base@11.0.1)
 961:             2             32  [Ljava.lang.StackTraceElement; (java.base@11.0.1)
 962:             1             32  [Ljava.lang.ThreadGroup; (java.base@11.0.1)
 963:             1             32  [Ljava.lang.invoke.StringConcatFactory$Mode; (java.base@11.0.1)
 964:             1             32  [Ljava.lang.management.MemoryManagerMXBean; (java.management@11.0.1)
 965:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@11.0.1)
 966:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@11.0.1)
 967:             1             32  [Ljava.net.Proxy$Type; (java.base@11.0.1)
 968:             2             32  [Ljava.util.regex.IntHashSet; (java.base@11.0.1)
 969:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@11.0.1)
 970:             1             32  [Ljava.util.stream.MatchOps$MatchKind; (java.base@11.0.1)
 971:             1             32  [Ljava.util.stream.StreamShape; (java.base@11.0.1)
 972:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@11.0.1)
 973:             1             32  [Ljdk.internal.module.IllegalAccessLogger$Mode; (java.base@11.0.1)
 974:             1             32  [Lorg.sqlite.SQLiteConfig$HexKeyMode;
 975:             1             32  [Lorg.sqlite.SQLiteConfig$SynchronousMode;
 976:             1             32  [Lorg.sqlite.SQLiteConfig$TempStore;
 977:             1             32  [Lsun.security.provider.NativePRNG$Variant; (java.base@11.0.1)
 978:             1             32  co.paralleluniverse.concurrent.util.DelayQueue
 979:             2             32  co.paralleluniverse.fibers.NoopFibersMonitor
 980:             1             32  co.paralleluniverse.fibers.instrument.MethodDatabase
 981:             1             32  co.paralleluniverse.fibers.instrument.SimpleSuspendableClassifier
 982:             1             32  com.google.common.util.concurrent.ThreadFactoryBuilder
 983:             1             32  com.google.protobuf.ExtensionRegistry
 984:             1             32  com.sun.jmx.mbeanserver.Repository (java.management@11.0.1)
 985:             1             32  io.hbt.bubblegum.core.Bubblegum
 986:             2             32  io.hbt.bubblegum.core.BubblegumCellServer$$Lambda$36/0x00000008000eac40
 987:             1             32  io.hbt.bubblegum.core.databasing.MasterDatabase$1
 988:             2             32  io.hbt.bubblegum.core.kademlia.router.RouterBucket$$Lambda$91/0x00000008001f9c40
 989:             1             32  io.hbt.bubblegum.simulator.Simulator
 990:             1             32  io.hbt.bubblegum.simulator.Simulator$$Lambda$42/0x000000080015bc40
 991:             1             32  java.io.UnixFileSystem (java.base@11.0.1)
 992:             2             32  java.lang.Boolean (java.base@11.0.1)
 993:             2             32  java.lang.ClassLoader$2 (java.base@11.0.1)
 994:             2             32  java.lang.ClassValue$Identity (java.base@11.0.1)
 995:             2             32  java.lang.Shutdown$Lock (java.base@11.0.1)
 996:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@11.0.1)
 997:             2             32  java.lang.reflect.AccessibleObject$$Lambda$68/0x0000000800197840 (java.base@11.0.1)
 998:             2             32  java.lang.reflect.Proxy$$Lambda$84/0x0000000800193040 (java.base@11.0.1)
 999:             1             32  java.net.InetAddress$CachedLocalHost (java.base@11.0.1)
1000:             1             32  java.net.Socket (java.base@11.0.1)
1001:             2             32  java.nio.ByteOrder (java.base@11.0.1)
1002:             2             32  java.security.AccessController$1 (java.base@11.0.1)
1003:             1             32  java.security.MessageDigest$Delegate (java.base@11.0.1)
1004:             1             32  java.util.ArrayList$SubList (java.base@11.0.1)
1005:             1             32  java.util.Collections$SynchronizedMap (java.base@11.0.1)
1006:             2             32  java.util.LinkedHashMap$LinkedKeySet (java.base@11.0.1)
1007:             2             32  java.util.LinkedHashSet (java.base@11.0.1)
1008:             1             32  java.util.PriorityQueue (java.base@11.0.1)
1009:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@11.0.1)
1010:             1             32  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@11.0.1)
1011:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@11.0.1)
1012:             1             32  java.util.jar.Manifest$FastInputStream (java.base@11.0.1)
1013:             1             32  java.util.logging.LogManager$SystemLoggerContext (java.logging@11.0.1)
1014:             1             32  java.util.regex.Pattern$BnM (java.base@11.0.1)
1015:             2             32  javax.management.StandardMBean$MBeanInfoSafeAction (java.management@11.0.1)
1016:             1             32  jdk.internal.module.IllegalAccessLogger (java.base@11.0.1)
1017:             1             32  jdk.internal.ref.CleanerImpl (java.base@11.0.1)
1018:             1             32  jdk.internal.reflect.MethodAccessorGenerator$1 (java.base@11.0.1)
1019:             1             32  org.sqlite.date.FastDatePrinter
1020:             2             32  sun.management.VMManagementImpl$1 (java.management@11.0.1)
1021:             1             32  sun.nio.cs.StandardCharsets (java.base@11.0.1)
1022:             2             32  sun.nio.fs.MacOSXFileSystemProvider (java.base@11.0.1)
1023:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@11.0.1)
1024:             1             32  sun.security.provider.SecureRandom (java.base@11.0.1)
1025:             2             32  sun.util.resources.LocaleData (java.base@11.0.1)
1026:             1             24  [Lcom.google.common.collect.MapMakerInternalMap$Strength;
1027:             1             24  [Lio.hbt.bubblegum.core.kademlia.activities.LookupActivity$FindStatus;
1028:             1             24  [Ljava.io.File$PathStatus; (java.base@11.0.1)
1029:             1             24  [Ljava.util.Locale$Category; (java.base@11.0.1)
1030:             1             24  [Lorg.sqlite.SQLiteConfig$LockingMode;
1031:             1             24  co.paralleluniverse.common.monitoring.JMXForkJoinPoolMonitor
1032:             1             24  co.paralleluniverse.fibers.FiberForkJoinScheduler$1
1033:             1             24  co.paralleluniverse.fibers.instrument.DefaultSuspendableClassifier
1034:             1             24  com.google.common.collect.MapMakerInternalMap$Strength$1
1035:             1             24  com.google.common.collect.MapMakerInternalMap$Strength$2
1036:             1             24  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport (java.management@11.0.1)
1037:             1             24  com.sun.jmx.mbeanserver.JmxMBeanServer$1 (java.management@11.0.1)
1038:             1             24  com.sun.jmx.mbeanserver.MXBeanLookup (java.management@11.0.1)
1039:             1             24  com.sun.jmx.remote.util.ClassLogger (java.management@11.0.1)
1040:             1             24  com.sun.management.internal.HotSpotThreadImpl (jdk.management@11.0.1)
1041:             1             24  com.sun.management.internal.OperatingSystemImpl (jdk.management@11.0.1)
1042:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$1 (jdk.management@11.0.1)
1043:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@11.0.1)
1044:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$3 (jdk.management@11.0.1)
1045:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$4 (jdk.management@11.0.1)
1046:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@11.0.1)
1047:             1             24  io.hbt.bubblegum.core.auxiliary.logging.LoggingManager
1048:             1             24  io.hbt.bubblegum.core.databasing.Database
1049:             1             24  io.hbt.bubblegum.core.kademlia.activities.ActivityExecutionContext
1050:             1             24  io.hbt.bubblegum.simulator.SimulationConfig
1051:             1             24  java.io.InputStreamReader (java.base@11.0.1)
1052:             1             24  java.lang.Class$3 (java.base@11.0.1)
1053:             1             24  java.lang.ProcessEnvironment$StringEnvironment (java.base@11.0.1)
1054:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@11.0.1)
1055:             1             24  java.lang.invoke.StringConcatFactory$Stringifiers$StringifierAny (java.base@11.0.1)
1056:             1             24  java.lang.invoke.StringConcatFactory$Stringifiers$StringifierMost (java.base@11.0.1)
1057:             1             24  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@11.0.1)
1058:             1             24  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@11.0.1)
1059:             1             24  java.lang.management.DefaultPlatformMBeanProvider$11 (java.management@11.0.1)
